instance,algorithm,run,elapsed_ns,macroitems
random_n1000_rho1.0_strongly-corr-neg_seed0.pcf,hfma,2,3672412,474
random_n1000_rho1.0_strongly-corr-neg_seed0.pcf,rac,2,4291798,474
random_n1000_rho1.0_strongly-corr-neg_seed1.pcf,hfma,0,2603342,445
random_n1000_rho1.0_strongly-corr-neg_seed1.pcf,rac,0,4658740,445
random_n1000_rho1.0_strongly-corr-neg_seed1.pcf,hfma,1,2528305,445
random_n1000_rho1.0_strongly-corr-neg_seed1.pcf,rac,1,4556139,445
random_n1000_rho1.0_strongly-corr-neg_seed1.pcf,hfma,2,2471996,445
random_n1000_rho1.0_strongly-corr-neg_seed1.pcf,rac,2,4317915,445
random_n1000_rho1.0_strongly-corr-neg_seed2.pcf,hfma,0,3049741,481
random_n1000_rho1.0_strongly-corr-neg_seed2.pcf,rac,0,4768388,481
random_n1000_rho1.0_strongly-corr-neg_seed2.pcf,hfma,1,2979018,481
random_n1000_rho1.0_strongly-corr-neg_seed2.pcf,rac,1,4589895,481
random_n1000_rho1.0_strongly-corr-neg_seed2.pcf,hfma,2,2900749,481
random_n1000_rho1.0_strongly-corr-neg_seed2.pcf,rac,2,4379704,481
random_n1000_rho1.0_strongly-corr_seed0.pcf,hfma,0,3170360,436
random_n1000_rho1.0_strongly-corr_seed0.pcf,rac,0,4897810,436
random_n1000_rho1.0_strongly-corr_seed0.pcf,hfma,1,3060179,436
random_n1000_rho1.0_strongly-corr_seed0.pcf,rac,1,4774067,436
random_n1000_rho1.0_strongly-corr_seed0.pcf,hfma,2,3058782,436
random_n1000_rho1.0_strongly-corr_seed0.pcf,rac,2,4487740,436
random_n1000_rho1.0_strongly-corr_seed1.pcf,hfma,0,2694571,418
random_n1000_rho1.0_strongly-corr_seed1.pcf,rac,0,5102900,418
random_n1000_rho1.0_strongly-corr_seed1.pcf,hfma,1,2229359,418
random_n1000_rho1.0_strongly-corr_seed1.pcf,rac,1,4841838,418
